,Product Name,Review,Avg Rating,Price,Link,Cleaned,sentiment
92,"Boult Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Review after using 12 days believe me guys at this budget this is very genuine product and excellent product i ever used Best battery backupBest Audio Quality Best bass Thank You Flipkart for suggesting me this genuine product.I never give feedback any product i purchased but this time i came bcz my happiness of this product qualityLastly i can only said Go for it Blindly.READ MORE,4.2,1499.0,https://www.flipkart.com/boult-audio-z40-zen-enc-mic-60h-battery-life-low-latency-gaming-made-india-5-1-bluetooth-headset/p/itm54222aef43b62?pid=ACCGKXHYZECYJRTS&lid=LSTACCGKXHYZECYJRTSIW1HVJ&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=en_gFi2gRIaoIAQg_lO8wXM-yA9TVhd3aEUSqYE-Kw0EHnOVl8KpZufQvygiRoqa9q1NIXVUgJVZJDrXMzkXd-HuQ%3D%3D&ppt=hp&ppn=homepage&ssid=pbwohdht8g0000001688379213270&qH=e74ea2eef23acace,Review using days believe guys budget genuine product excellent product ever used Best battery backupBest Audio Quality Best bass Thank Flipkart suggesting genuine productI never give feedback product purchased time came bcz happiness product qualityLastly said Go Blindly ,0.48124999999999996
93,"Boult Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Nice 👍👍READ MORE,4.2,1499.0,https://www.flipkart.com/boult-audio-z40-zen-enc-mic-60h-battery-life-low-latency-gaming-made-india-5-1-bluetooth-headset/p/itm54222aef43b62?pid=ACCGKXHYZECYJRTS&lid=LSTACCGKXHYZECYJRTSIW1HVJ&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=en_gFi2gRIaoIAQg_lO8wXM-yA9TVhd3aEUSqYE-Kw0EHnOVl8KpZufQvygiRoqa9q1NIXVUgJVZJDrXMzkXd-HuQ%3D%3D&ppt=hp&ppn=homepage&ssid=pbwohdht8g0000001688379213270&qH=e74ea2eef23acace,Nice,0.6
94,"Boult Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Very very nice product thankyou so much for seller and Flipkart 💕❤️😍😍😍😍😍😍😍READ MORE,4.2,1499.0,https://www.flipkart.com/boult-audio-z40-zen-enc-mic-60h-battery-life-low-latency-gaming-made-india-5-1-bluetooth-headset/p/itm54222aef43b62?pid=ACCGKXHYZECYJRTS&lid=LSTACCGKXHYZECYJRTSIW1HVJ&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=en_gFi2gRIaoIAQg_lO8wXM-yA9TVhd3aEUSqYE-Kw0EHnOVl8KpZufQvygiRoqa9q1NIXVUgJVZJDrXMzkXd-HuQ%3D%3D&ppt=hp&ppn=homepage&ssid=pbwohdht8g0000001688379213270&qH=e74ea2eef23acace,nice product thankyou much seller Flipkart,0.4
95,"boAt Immortal 131 with Beast Mode, 40 Hours Playback an...",Sound Quality Is Not Too Good 5/4😏Latency accurate in beast mode   5/5😇Looks Are Too Much Good        5/5😎Review based on compared with my one plus bullet neck bandREAD MORE,4.1,1699.0,https://www.flipkart.com/boat-immortal-131-beast-mode-40-hours-playback-enx-tech-bluetooth-headset/p/itma75e7b1f9065f?pid=ACCGHJ97UDEBFFHD&lid=LSTACCGHJ97UDEBFFHDG1CFYU&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_25&otracker=search&otracker1=search&fm=organic&iid=32adc48c-7f69-407f-a9ab-5af52839333d.ACCGHJ97UDEBFFHD.SEARCH&ppt=hp&ppn=homepage&ssid=pbwohdht8g0000001688379213270&qH=e74ea2eef23acace,Sound Quality Good Latency accurate beast mode Looks Much Good Review based compared one plus bullet neck band,0.55
96,"boAt Immortal 131 with Beast Mode, 40 Hours Playback an...",This Boat smart watch is very good.best quality product for valuable price.after use this product recommend this buy and use.Overall a good value for money packageREAD MORE,4.1,1699.0,https://www.flipkart.com/boat-immortal-131-beast-mode-40-hours-playback-enx-tech-bluetooth-headset/p/itma75e7b1f9065f?pid=ACCGHJ97UDEBFFHD&lid=LSTACCGHJ97UDEBFFHDG1CFYU&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_25&otracker=search&otracker1=search&fm=organic&iid=32adc48c-7f69-407f-a9ab-5af52839333d.ACCGHJ97UDEBFFHD.SEARCH&ppt=hp&ppn=homepage&ssid=pbwohdht8g0000001688379213270&qH=e74ea2eef23acace,Boat smart watch goodbest quality product valuable priceafter use product recommend buy useOverall good value money package,0.45714285714285713
97,"boAt Immortal 131 with Beast Mode, 40 Hours Playback an...",Sound is sometimes it is getting gurrrrr sound and quality is not good for sound and battery quality is less and connection is not connecting good and whenever I was talking it is getting disconnect to the phone many times it is happened... better to buy another productREAD MORE,4.1,1699.0,https://www.flipkart.com/boat-immortal-131-beast-mode-40-hours-playback-enx-tech-bluetooth-headset/p/itma75e7b1f9065f?pid=ACCGHJ97UDEBFFHD&lid=LSTACCGHJ97UDEBFFHDG1CFYU&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_25&otracker=search&otracker1=search&fm=organic&iid=32adc48c-7f69-407f-a9ab-5af52839333d.ACCGHJ97UDEBFFHD.SEARCH&ppt=hp&ppn=homepage&ssid=pbwohdht8g0000001688379213270&qH=e74ea2eef23acace,Sound sometimes getting gurrrrr sound quality good sound battery quality less connection connecting good whenever talking getting disconnect phone many times happened  better buy another product,0.42916666666666664
98,"boAt Immortal 131 with Beast Mode, 40 Hours Playback an...",All things are best but a little buzz sound is coming from right earbuds for 10-15 seconds when we pause the music.But if you are able to comparise with this sound than this is best product for you GO FOR IT!!!READ MORE,4.1,1699.0,https://www.flipkart.com/boat-immortal-131-beast-mode-40-hours-playback-enx-tech-bluetooth-headset/p/itma75e7b1f9065f?pid=ACCGHJ97UDEBFFHD&lid=LSTACCGHJ97UDEBFFHDG1CFYU&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_25&otracker=search&otracker1=search&fm=organic&iid=32adc48c-7f69-407f-a9ab-5af52839333d.ACCGHJ97UDEBFFHD.SEARCH&ppt=hp&ppn=homepage&ssid=pbwohdht8g0000001688379213270&qH=e74ea2eef23acace,things best little buzz sound coming right earbuds seconds pause musicBut able comparise sound best product GO   ,0.48545918367346935
99,"boAt Immortal 131 with Beast Mode, 40 Hours Playback an...",Great earbuds for the money!I would love it.The sound is also great.  Every word of the song is clearly audible.But its bass is less.RGB light gives great scene.Battery also works great.  It's been 5 weeks since I bought it and still the battery hasn't run out.READ MORE,4.1,1699.0,https://www.flipkart.com/boat-immortal-131-beast-mode-40-hours-playback-enx-tech-bluetooth-headset/p/itma75e7b1f9065f?pid=ACCGHJ97UDEBFFHD&lid=LSTACCGHJ97UDEBFFHDG1CFYU&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_25&otracker=search&otracker1=search&fm=organic&iid=32adc48c-7f69-407f-a9ab-5af52839333d.ACCGHJ97UDEBFFHD.SEARCH&ppt=hp&ppn=homepage&ssid=pbwohdht8g0000001688379213270&qH=e74ea2eef23acace,Great earbuds money  would love itThe sound also great  Every word song clearly audibleBut bass lessRGB light gives great sceneBattery also works great  s weeks since bought still battery nt run ,0.49444444444444446
100,"truke BTG NEO with Dual Pairing, 6Mic ENC, 80H Playtime...",I have this Earbuds after searching too much Earbuds finally selected this and I can definitely say that this Earbuds pass my scale of sound Quality and I really like the Rgb breathing light it looks amazing in dark and the call Quality of the earbuds is best in this price range no one giving 6 mics in this priceREAD MORE,4.2,1499.0,https://www.flipkart.com/truke-btg-neo-dual-pairing-6mic-enc-80h-playtime-13mm-speaker-35ms-gaming-mode-bluetooth-headset/p/itm506480508871c?pid=ACCGQBRTTQ4AHNH2&lid=LSTACCGQBRTTQ4AHNH2YJQMWM&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=en_gFi2gRIaoIAQg_lO8wXM-yA9TVhd3aEUSqYE-Kw0EHnuYdMxlN79x2DtwLOYLd0mNfsXgF3COmmon4s3paQ4_Q%3D%3D&ppt=hp&ppn=homepage&ssid=pbwohdht8g0000001688379213270&qH=e74ea2eef23acace,Earbuds searching much Earbuds finally selected definitely say Earbuds pass scale sound Quality really like Rgb breathing light looks amazing dark call Quality earbuds best price range one giving mics price,0.2944444444444445
101,"truke BTG NEO with Dual Pairing, 6Mic ENC, 80H Playtime...",Truke Newly Earbuds are just Super fantasticI have received these ear buds todayIt's comes with RGB lights that makes more attractive.It has 80 hours long lasting play time. It's environmental noise cancellation mode is working amazing. 3 music mode in thi earbuds my favourite is dynamic and bass boot mode It has clear voice in calls with 6 mic overall everything good at this price pointREAD MORE,4.2,1499.0,https://www.flipkart.com/truke-btg-neo-dual-pairing-6mic-enc-80h-playtime-13mm-speaker-35ms-gaming-mode-bluetooth-headset/p/itm506480508871c?pid=ACCGQBRTTQ4AHNH2&lid=LSTACCGQBRTTQ4AHNH2YJQMWM&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=en_gFi2gRIaoIAQg_lO8wXM-yA9TVhd3aEUSqYE-Kw0EHnuYdMxlN79x2DtwLOYLd0mNfsXgF3COmmon4s3paQ4_Q%3D%3D&ppt=hp&ppn=homepage&ssid=pbwohdht8g0000001688379213270&qH=e74ea2eef23acace,Truke Newly Earbuds Super fantasticI received ear buds todayIt s comes RGB lights makes attractiveIt hours long lasting play time  s environmental noise cancellation mode working amazing  music mode thi earbuds favourite dynamic bass boot mode clear voice calls mic overall everything good price point,0.16696969696969696
102,"truke BTG NEO with Dual Pairing, 6Mic ENC, 80H Playtime...",Worth For Money. EXCELLENT BUY And Very Fast DeliveryREAD MORE,4.2,1499.0,https://www.flipkart.com/truke-btg-neo-dual-pairing-6mic-enc-80h-playtime-13mm-speaker-35ms-gaming-mode-bluetooth-headset/p/itm506480508871c?pid=ACCGQBRTTQ4AHNH2&lid=LSTACCGQBRTTQ4AHNH2YJQMWM&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=en_gFi2gRIaoIAQg_lO8wXM-yA9TVhd3aEUSqYE-Kw0EHnuYdMxlN79x2DtwLOYLd0mNfsXgF3COmmon4s3paQ4_Q%3D%3D&ppt=hp&ppn=homepage&ssid=pbwohdht8g0000001688379213270&qH=e74ea2eef23acace,Worth Money  EXCELLENT BUY Fast Delivery,0.5
103,"truke BTG NEO with Dual Pairing, 6Mic ENC, 80H Playtime...",Nice sound quality. Works very great on low latency good for gaming purpose. Overall experience is awesome. Value for money product. Quality of buds us so good.READ MORE,4.2,1499.0,https://www.flipkart.com/truke-btg-neo-dual-pairing-6mic-enc-80h-playtime-13mm-speaker-35ms-gaming-mode-bluetooth-headset/p/itm506480508871c?pid=ACCGQBRTTQ4AHNH2&lid=LSTACCGQBRTTQ4AHNH2YJQMWM&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=en_gFi2gRIaoIAQg_lO8wXM-yA9TVhd3aEUSqYE-Kw0EHnuYdMxlN79x2DtwLOYLd0mNfsXgF3COmmon4s3paQ4_Q%3D%3D&ppt=hp&ppn=homepage&ssid=pbwohdht8g0000001688379213270&qH=e74ea2eef23acace,Nice sound quality  Works great low latency good gaming purpose  Overall experience awesome  Value money product  Quality buds us good ,0.525
104,"truke BTG NEO with Dual Pairing, 6Mic ENC, 80H Playtime...","Audio is very clear , even works fine when outside home. Can connect two devices at a time and that makes it unique. Loved it.READ MORE",4.2,1499.0,https://www.flipkart.com/truke-btg-neo-dual-pairing-6mic-enc-80h-playtime-13mm-speaker-35ms-gaming-mode-bluetooth-headset/p/itm506480508871c?pid=ACCGQBRTTQ4AHNH2&lid=LSTACCGQBRTTQ4AHNH2YJQMWM&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=en_gFi2gRIaoIAQg_lO8wXM-yA9TVhd3aEUSqYE-Kw0EHnuYdMxlN79x2DtwLOYLd0mNfsXgF3COmmon4s3paQ4_Q%3D%3D&ppt=hp&ppn=homepage&ssid=pbwohdht8g0000001688379213270&qH=e74ea2eef23acace,Audio clear  even works fine outside home  connect two devices time makes unique  Loved ,0.31833333333333336
105,realme Techlife Buds T100 with up to 28 Hours Playback ...,Rating according to my own experience :#Don't miss any point please1) Bass : 5/5 (Excellent and extra bass can be added through Realme link app which is available on play store in every phone)2) Sound/Vocals (music) : 5/5 (Clear vocals..every word clear.3) Volume : 5/5 (High volume and volume can be enhanced in Realme link app)4) Touch Control : 4.5/5 (Fast response to touch)5) Realme Link app : 5/5 (Everything can be controled and customized with the help of this app)6) Calling : 4/5 ...READ MORE,4.2,1499.0,https://www.flipkart.com/realme-techlife-buds-t100-up-28-hours-playback-ai-enc-calls-bluetooth-headset/p/itma004a36fdc991?pid=ACCGGZEHYYYZK2K4&lid=LSTACCGGZEHYYYZK2K4EEN49N&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_36&otracker=search&otracker1=search&fm=Search&iid=32adc48c-7f69-407f-a9ab-5af52839333d.ACCGGZEHYYYZK2K4.SEARCH&ppt=sp&ppn=sp&qH=e74ea2eef23acace,Rating according experience nt miss point please Bass Excellent extra bass added Realme link app available play store every phone SoundVocals music Clear vocals  every word clear  Volume High volume volume enhanced Realme link app Touch Control  Fast response touch Realme Link app Everything controled customized help app Calling ,0.18444444444444447
106,realme Techlife Buds T100 with up to 28 Hours Playback ...,Awesome Sound QualityBass is Amazing Like Boom BoomFastest Delivery 🚚 1 DayREAD MORE,4.2,1499.0,https://www.flipkart.com/realme-techlife-buds-t100-up-28-hours-playback-ai-enc-calls-bluetooth-headset/p/itma004a36fdc991?pid=ACCGGZEHYYYZK2K4&lid=LSTACCGGZEHYYYZK2K4EEN49N&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_36&otracker=search&otracker1=search&fm=Search&iid=32adc48c-7f69-407f-a9ab-5af52839333d.ACCGGZEHYYYZK2K4.SEARCH&ppt=sp&ppn=sp&qH=e74ea2eef23acace,Awesome Sound QualityBass Amazing Like Boom BoomFastest Delivery Day,0.6666666666666666
107,realme Techlife Buds T100 with up to 28 Hours Playback ...,"Very Comfortable to wearAnd Deep Bass System, its very nice Extraordinary Sound Quality.Finally Am Buy a Super Quality BudsREAD MORE",4.2,1499.0,https://www.flipkart.com/realme-techlife-buds-t100-up-28-hours-playback-ai-enc-calls-bluetooth-headset/p/itma004a36fdc991?pid=ACCGGZEHYYYZK2K4&lid=LSTACCGGZEHYYYZK2K4EEN49N&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_36&otracker=search&otracker1=search&fm=Search&iid=32adc48c-7f69-407f-a9ab-5af52839333d.ACCGGZEHYYYZK2K4.SEARCH&ppt=sp&ppn=sp&qH=e74ea2eef23acace,Comfortable wearAnd Deep Bass System  nice Extraordinary Sound QualityFinally Buy Super Quality Buds,0.27380952380952384
108,realme Techlife Buds T100 with up to 28 Hours Playback ...,"both buds starts at 100%,  after sometime the battery percentage gap is 20%, like right one is 90% and left one is 70%.... other wise everything is good...READ MORE",4.2,1499.0,https://www.flipkart.com/realme-techlife-buds-t100-up-28-hours-playback-ai-enc-calls-bluetooth-headset/p/itma004a36fdc991?pid=ACCGGZEHYYYZK2K4&lid=LSTACCGGZEHYYYZK2K4EEN49N&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_36&otracker=search&otracker1=search&fm=Search&iid=32adc48c-7f69-407f-a9ab-5af52839333d.ACCGGZEHYYYZK2K4.SEARCH&ppt=sp&ppn=sp&qH=e74ea2eef23acace,buds starts  sometime battery percentage gap  like right one left one  wise everything good ,0.4214285714285714
109,realme Techlife Buds T100 with up to 28 Hours Playback ...,Realme should work more on the sepration of bass and sound they feel like mixed up ..At this price point there is other better option ...READ MORE,4.2,1499.0,https://www.flipkart.com/realme-techlife-buds-t100-up-28-hours-playback-ai-enc-calls-bluetooth-headset/p/itma004a36fdc991?pid=ACCGGZEHYYYZK2K4&lid=LSTACCGGZEHYYYZK2K4EEN49N&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_36&otracker=search&otracker1=search&fm=Search&iid=32adc48c-7f69-407f-a9ab-5af52839333d.ACCGGZEHYYYZK2K4.SEARCH&ppt=sp&ppn=sp&qH=e74ea2eef23acace,Realme work sepration bass sound feel like mixed  price point better option ,0.1875
110,"Noise Buds VS404 with 50 Hours Playtime, ENC with Quad ...",Overall good product 👌READ MORE,4,1299.0,https://www.flipkart.com/noise-buds-vs404-50-hours-playtime-enc-quad-mic-3-eq-modes-bluetooth-headset/p/itm8059584c00045?pid=ACCGKCDKGQBY7FG8&lid=LSTACCGKCDKGQBY7FG8BZRZO5&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=32adc48c-7f69-407f-a9ab-5af52839333d.ACCGKCDKGQBY7FG8.SEARCH&ppt=hp&ppn=homepage&ssid=pbwohdht8g0000001688379213270&qH=e74ea2eef23acace,Overall good product,0.35
111,"Noise Buds VS404 with 50 Hours Playtime, ENC with Quad ...",Sound quality best 😊😊READ MORE,4,1299.0,https://www.flipkart.com/noise-buds-vs404-50-hours-playtime-enc-quad-mic-3-eq-modes-bluetooth-headset/p/itm8059584c00045?pid=ACCGKCDKGQBY7FG8&lid=LSTACCGKCDKGQBY7FG8BZRZO5&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=32adc48c-7f69-407f-a9ab-5af52839333d.ACCGKCDKGQBY7FG8.SEARCH&ppt=hp&ppn=homepage&ssid=pbwohdht8g0000001688379213270&qH=e74ea2eef23acace,Sound quality best,0.7
112,"Noise Buds VS404 with 50 Hours Playtime, ENC with Quad ...",Value for money Buds.Best in this price range. Satisfying product from noise.Really loved this buds.READ MORE,4,1299.0,https://www.flipkart.com/noise-buds-vs404-50-hours-playtime-enc-quad-mic-3-eq-modes-bluetooth-headset/p/itm8059584c00045?pid=ACCGKCDKGQBY7FG8&lid=LSTACCGKCDKGQBY7FG8BZRZO5&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=32adc48c-7f69-407f-a9ab-5af52839333d.ACCGKCDKGQBY7FG8.SEARCH&ppt=hp&ppn=homepage&ssid=pbwohdht8g0000001688379213270&qH=e74ea2eef23acace,Value money BudsBest price range  Satisfying product noiseReally loved buds ,0.6
113,"Noise Buds VS404 with 50 Hours Playtime, ENC with Quad ...",Sound quality is superb 😊READ MORE,4,1299.0,https://www.flipkart.com/noise-buds-vs404-50-hours-playtime-enc-quad-mic-3-eq-modes-bluetooth-headset/p/itm8059584c00045?pid=ACCGKCDKGQBY7FG8&lid=LSTACCGKCDKGQBY7FG8BZRZO5&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=32adc48c-7f69-407f-a9ab-5af52839333d.ACCGKCDKGQBY7FG8.SEARCH&ppt=hp&ppn=homepage&ssid=pbwohdht8g0000001688379213270&qH=e74ea2eef23acace,Sound quality superb,0.7
114,"Noise Buds VS404 with 50 Hours Playtime, ENC with Quad ...",Fit and finish not so good except this everything is okREAD MORE,4,1299.0,https://www.flipkart.com/noise-buds-vs404-50-hours-playtime-enc-quad-mic-3-eq-modes-bluetooth-headset/p/itm8059584c00045?pid=ACCGKCDKGQBY7FG8&lid=LSTACCGKCDKGQBY7FG8BZRZO5&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=32adc48c-7f69-407f-a9ab-5af52839333d.ACCGKCDKGQBY7FG8.SEARCH&ppt=hp&ppn=homepage&ssid=pbwohdht8g0000001688379213270&qH=e74ea2eef23acace,Fit finish good except everything ok,0.5333333333333333
115,"boAt Airdopes 161 with 40 Hours Playback, ASAP Charge &...","As I'm music lover person, I used many earbuds but this one beat all and can say it Only one word BEST in all departments. Definitely must buy product..go for it. I know all people looking for bass test for all bass lover you will love it huge bass no other beat it's bass level...READ MORE",4.1,1099.0,https://www.flipkart.com/boat-airdopes-161-40-hours-playback-asap-charge-10mm-drivers-bluetooth-headset/p/itm44896573d8f03?pid=ACCG6DS7Z2Z8SEAF&lid=LSTACCG6DS7Z2Z8SEAFNUOPJZ&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&spotlightTagId=BestsellerId_0pm%2Ffcn&srno=s_1_16&otracker=search&otracker1=search&fm=Search&iid=32adc48c-7f69-407f-a9ab-5af52839333d.ACCG6DS7Z2Z8SEAF.SEARCH&ppt=sp&ppn=sp&qH=e74ea2eef23acace,m music lover person  used many earbuds one beat say one word BEST departments  Definitely must buy product  go  know people looking bass test bass lover love huge bass beat s bass level ,0.20000000000000004
116,"boAt Airdopes 161 with 40 Hours Playback, ASAP Charge &...",Worth for money don't expect premium quality for sound and build .In this budget segment bass and sound good.Day to day usage excellent and call quality also super more over you should maintain your airpods in charging time product will go longer life.over charging to reduce battery life and  over charging product not available carefully use this TWS for any brands your maintenance goes to better life for your productREAD MORE,4.1,1099.0,https://www.flipkart.com/boat-airdopes-161-40-hours-playback-asap-charge-10mm-drivers-bluetooth-headset/p/itm44896573d8f03?pid=ACCG6DS7Z2Z8SEAF&lid=LSTACCG6DS7Z2Z8SEAFNUOPJZ&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&spotlightTagId=BestsellerId_0pm%2Ffcn&srno=s_1_16&otracker=search&otracker1=search&fm=Search&iid=32adc48c-7f69-407f-a9ab-5af52839333d.ACCG6DS7Z2Z8SEAF.SEARCH&ppt=sp&ppn=sp&qH=e74ea2eef23acace,Worth money nt expect premium quality sound build In budget segment bass sound goodDay day usage excellent call quality also super maintain airpods charging time product go longer lifeover charging reduce battery life charging product available carefully use TWS brands maintenance goes better life product,0.34259259259259256
117,"boAt Airdopes 161 with 40 Hours Playback, ASAP Charge &...","The boAt Airdopes 161 are the best in this price bracket. It sounds quite good and decent. I liked it's bass, loudness as well as smoothness. These buds quickly connect with the device after pairing it and it's build is quite surprised me with nice build and it looks awesome. #boAt   #boAtAirDopes161READ MORE",4.1,1099.0,https://www.flipkart.com/boat-airdopes-161-40-hours-playback-asap-charge-10mm-drivers-bluetooth-headset/p/itm44896573d8f03?pid=ACCG6DS7Z2Z8SEAF&lid=LSTACCG6DS7Z2Z8SEAFNUOPJZ&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&spotlightTagId=BestsellerId_0pm%2Ffcn&srno=s_1_16&otracker=search&otracker1=search&fm=Search&iid=32adc48c-7f69-407f-a9ab-5af52839333d.ACCG6DS7Z2Z8SEAF.SEARCH&ppt=sp&ppn=sp&qH=e74ea2eef23acace,boAt Airdopes best price bracket  sounds quite good decent  liked s bass  loudness well smoothness  buds quickly connect device pairing s build quite surprised nice build looks awesome  boAt boAtAirDopes,0.4833333333333334
118,"boAt Airdopes 161 with 40 Hours Playback, ASAP Charge &...",1.Sound and bass is truly outstanding2. Battry is very nice easily get a playtime more than 20hours with case3.call quality is good in home but not so good in marketsOverall-8/0Very nice product go for itREAD MORE,4.1,1099.0,https://www.flipkart.com/boat-airdopes-161-40-hours-playback-asap-charge-10mm-drivers-bluetooth-headset/p/itm44896573d8f03?pid=ACCG6DS7Z2Z8SEAF&lid=LSTACCG6DS7Z2Z8SEAFNUOPJZ&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&spotlightTagId=BestsellerId_0pm%2Ffcn&srno=s_1_16&otracker=search&otracker1=search&fm=Search&iid=32adc48c-7f69-407f-a9ab-5af52839333d.ACCG6DS7Z2Z8SEAF.SEARCH&ppt=sp&ppn=sp&qH=e74ea2eef23acace,Sound bass truly outstanding  Battry nice easily get playtime hours casecall quality good home good marketsOverallVery nice product go,0.4729166666666667
119,"boAt Airdopes 161 with 40 Hours Playback, ASAP Charge &...",Wow is to good 👍 quality super i am very happy 🎉 thank you FlipkartREAD MORE,4.1,1099.0,https://www.flipkart.com/boat-airdopes-161-40-hours-playback-asap-charge-10mm-drivers-bluetooth-headset/p/itm44896573d8f03?pid=ACCG6DS7Z2Z8SEAF&lid=LSTACCG6DS7Z2Z8SEAFNUOPJZ&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&spotlightTagId=BestsellerId_0pm%2Ffcn&srno=s_1_16&otracker=search&otracker1=search&fm=Search&iid=32adc48c-7f69-407f-a9ab-5af52839333d.ACCG6DS7Z2Z8SEAF.SEARCH&ppt=sp&ppn=sp&qH=e74ea2eef23acace,Wow good quality super happy thank Flipkart,0.48333333333333334
120,HOPPUP GRAND With Power Bank Function & Upto 75 Hours P...,superb product quality of product is awesome sound is also amazingavailable at very reasonable price overall i am satisfied with the productREAD MORE,3.9,599.0,https://www.flipkart.com/hoppup-grand-power-bank-function-upto-75-hours-playtime-bluetooth-headset/p/itm44096c182f67e?pid=ACCGHM8PDMZG4RJG&lid=LSTACCGHM8PDMZG4RJGJ8WRB9&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=en_gFi2gRIaoIAQg_lO8wXM-yA9TVhd3aEUSqYE-Kw0EHkHgd3evwnOWbwlKBza_cz4p7HneiEWCeLehR36fp265g%3D%3D&ppt=hp&ppn=homepage&ssid=pbwohdht8g0000001688379213270&qH=e74ea2eef23acace,superb product quality product awesome sound also amazingavailable reasonable price overall satisfied product,0.5166666666666667
121,HOPPUP GRAND With Power Bank Function & Upto 75 Hours P...,"Amazing design, very comfortable in the ears battery backup is around for 4 to 5 days (depends on use) bluetooth range is also awesome over I would say go for it without any worry it's an amazing product I am posting this review after 15 daysREAD MORE",3.9,599.0,https://www.flipkart.com/hoppup-grand-power-bank-function-upto-75-hours-playtime-bluetooth-headset/p/itm44096c182f67e?pid=ACCGHM8PDMZG4RJG&lid=LSTACCGHM8PDMZG4RJGJ8WRB9&marketplace=FLIPKART&q=earbuds+under+2000&store=0pm%2Ffcn&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=en_gFi2gRIaoIAQg_lO8wXM-yA9TVhd3aEUSqYE-Kw0EHkHgd3evwnOWbwlKBza_cz4p7HneiEWCeLehR36fp265g%3D%3D&ppt=hp&ppn=homepage&ssid=pbwohdht8g0000001688379213270&qH=e74ea2eef23acace,Amazing design  comfortable ears battery backup around days depends use bluetooth range also awesome would say go without worry s amazing product posting review days,0.65
